FIPStxt,State,Area_Name,POVALL_2016
18131,IN,Pulaski County,"1,435"
18133,IN,Putnam County,"4,080"
18135,IN,Randolph County,"3,801"
18137,IN,Ripley County,"3,448"
18139,IN,Rush County,"2,277"
18141,IN,St. Joseph County,"41,889"
18143,IN,Scott County,"3,690"
18145,IN,Shelby County,"5,340"
18147,IN,Spencer County,"1,847"
18149,IN,Starke County,"3,694"
18151,IN,Steuben County,"3,493"
18153,IN,Sullivan County,"2,640"
18155,IN,Switzerland County,"1,780"
18157,IN,Tippecanoe County,"30,478"
18159,IN,Tipton County,"1,268"
18161,IN,Union County,912
18163,IN,Vanderburgh County,"30,462"
18165,IN,Vermillion County,"2,039"
18167,IN,Vigo County,"17,567"
18169,IN,Wabash County,"3,428"
18171,IN,Warren County,731
18173,IN,Warrick County,"4,615"
18175,IN,Washington County,"3,898"
18177,IN,Wayne County,"10,859"
18179,IN,Wells County,"2,663"
18181,IN,White County,"2,571"
18183,IN,Whitley County,"2,954"
19000,IA,Iowa,"354,429"
19001,IA,Adair County,740
19003,IA,Adams County,452
19005,IA,Allamakee County,"1,786"
19007,IA,Appanoose County,"2,304"
19009,IA,Audubon County,616
19011,IA,Benton County,"1,975"
19013,IA,Black Hawk County,"20,556"
19015,IA,Boone County,"2,389"
19017,IA,Bremer County,"1,557"
19019,IA,Buchanan County,"2,084"
19021,IA,Buena Vista County,"2,338"
19023,IA,Butler County,"1,416"
19025,IA,Calhoun County,"1,138"
19027,IA,Carroll County,"1,762"
19029,IA,Cass County,"1,654"
19031,IA,Cedar County,"1,207"
19033,IA,Cerro Gordo County,"4,907"
19035,IA,Cherokee County,"1,213"
19037,IA,Chickasaw County,"1,303"
19039,IA,Clarke County,"1,061"
19041,IA,Clay County,"1,457"
19043,IA,Clayton County,"1,709"
19045,IA,Clinton County,"6,272"
19047,IA,Crawford County,"2,345"
19049,IA,Dallas County,"4,118"
19051,IA,Davis County,"1,125"
19053,IA,Decatur County,"1,469"
19055,IA,Delaware County,"1,626"
19057,IA,Des Moines County,"6,300"
19059,IA,Dickinson County,"1,332"
19061,IA,Dubuque County,"9,738"
19063,IA,Emmet County,"1,002"
19065,IA,Fayette County,"2,449"
19067,IA,Floyd County,"2,004"
19069,IA,Franklin County,"1,157"
19071,IA,Fremont County,790
19073,IA,Greene County,998
19075,IA,Grundy County,768
19077,IA,Guthrie County,"1,036"
19079,IA,Hamilton County,"1,383"
19081,IA,Hancock County,947
19083,IA,Hardin County,"1,807"
19085,IA,Harrison County,"1,518"
19087,IA,Henry County,"2,279"
19089,IA,Howard County,900
19091,IA,Humboldt County,928
19093,IA,Ida County,696
19095,IA,Iowa County,"1,156"
19097,IA,Jackson County,"2,497"
19099,IA,Jasper County,"3,542"
19101,IA,Jefferson County,"2,311"
19103,IA,Johnson County,"23,460"
19105,IA,Jones County,"2,012"
19107,IA,Keokuk County,"1,199"
19109,IA,Kossuth County,"1,696"
19111,IA,Lee County,"4,643"
19113,IA,Linn County,"21,613"
19115,IA,Louisa County,"1,253"
19117,IA,Lucas County,"1,268"
19119,IA,Lyon County,840
19121,IA,Madison County,"1,218"
19123,IA,Mahaska County,"2,640"
19125,IA,Marion County,"2,725"
19127,IA,Marshall County,"4,755"
19129,IA,Mills County,"1,276"
19131,IA,Mitchell County,"1,064"
19133,IA,Monona County,"1,111"
19135,IA,Monroe County,968
19137,IA,Montgomery County,"1,287"
19139,IA,Muscatine County,"4,540"
19141,IA,O'Brien County,"1,381"
19143,IA,Osceola County,625
19145,IA,Page County,"2,046"
19147,IA,Palo Alto County,899
19149,IA,Plymouth County,"2,091"
19151,IA,Pocahontas County,792
19153,IA,Polk County,"50,628"
19155,IA,Pottawattamie County,"9,395"
19157,IA,Poweshiek County,"1,863"
19159,IA,Ringgold County,696
19161,IA,Sac County,"1,124"
19163,IA,Scott County,"22,602"
19165,IA,Shelby County,"1,037"
19167,IA,Sioux County,"2,374"
19169,IA,Story County,"16,340"
19171,IA,Tama County,"2,063"
19173,IA,Taylor County,751
19175,IA,Union County,"1,586"
19177,IA,Van Buren County,"1,047"
19179,IA,Wapello County,"5,634"
19181,IA,Warren County,"3,263"
19183,IA,Washington County,"2,161"
19185,IA,Wayne County,"1,134"
19187,IA,Webster County,"4,874"
19189,IA,Winnebago County,"1,072"
19191,IA,Winneshiek County,"1,709"
19193,IA,Woodbury County,"13,318"
19195,IA,Worth County,662
19197,IA,Wright County,"1,578"
20000,KS,Kansas,"343,773"
20001,KS,Allen County,"1,907"
20003,KS,Anderson County,992
20005,KS,Atchison County,"2,398"
20007,KS,Barber County,559
20009,KS,Barton County,"3,621"
20011,KS,Bourbon County,"2,465"
20013,KS,Brown County,"1,272"
20015,KS,Butler County,"5,745"
20017,KS,Chase County,287
20019,KS,Chautauqua County,574
20021,KS,Cherokee County,"3,148"
20023,KS,Cheyenne County,292
20025,KS,Clark County,231
20027,KS,Clay County,819
20029,KS,Cloud County,"1,142"
20031,KS,Coffey County,861
20033,KS,Comanche County,208
20035,KS,Cowley County,"4,706"
20037,KS,Crawford County,"8,318"
20039,KS,Decatur County,404
20041,KS,Dickinson County,"2,084"
20043,KS,Doniphan County,989
20045,KS,Douglas County,"17,501"
20047,KS,Edwards County,325
20049,KS,Elk County,447
20051,KS,Ellis County,"3,453"
20053,KS,Ellsworth County,545
20055,KS,Finney County,"5,155"
20057,KS,Ford County,"4,453"
20059,KS,Franklin County,"2,987"
20061,KS,Geary County,"4,031"
20063,KS,Gove County,264
20065,KS,Graham County,311
20067,KS,Grant County,909
20069,KS,Gray County,487
20071,KS,Greeley County,149
20073,KS,Greenwood County,895
20075,KS,Hamilton County,341
20077,KS,Harper County,809
20079,KS,Harvey County,"3,528"
20081,KS,Haskell County,402
20083,KS,Hodgeman County,183
20085,KS,Jackson County,"1,173"
20087,KS,Jefferson County,"1,765"
20089,KS,Jewell County,363
20091,KS,Johnson County,"32,380"
20093,KS,Kearny County,444
20095,KS,Kingman County,778
20097,KS,Kiowa County,302
20099,KS,Labette County,"4,161"
20101,KS,Lane County,164
20103,KS,Leavenworth County,"6,464"
20105,KS,Lincoln County,373
20107,KS,Linn County,"1,569"
20109,KS,Logan County,275
20111,KS,Lyon County,"5,212"
20113,KS,McPherson County,"2,704"
20115,KS,Marion County,"1,271"
20117,KS,Marshall County,995
20119,KS,Meade County,444
20121,KS,Miami County,"2,644"
20123,KS,Mitchell County,712
20125,KS,Montgomery County,"5,953"
20127,KS,Morris County,646
20129,KS,Morton County,342
20131,KS,Nemaha County,928
20133,KS,Neosho County,"2,552"
20135,KS,Ness County,325
20137,KS,Norton County,640
20139,KS,Osage County,"1,707"
20141,KS,Osborne County,501
20143,KS,Ottawa County,618
20145,KS,Pawnee County,840
20147,KS,Phillips County,673
20149,KS,Pottawatomie County,"1,917"
20151,KS,Pratt County,"1,048"
20153,KS,Rawlins County,310
20155,KS,Reno County,"8,844"
20157,KS,Republic County,524
20159,KS,Rice County,"1,167"
20161,KS,Riley County,"11,709"
20163,KS,Rooks County,592
20165,KS,Rush County,360
20167,KS,Russell County,"1,002"
20169,KS,Saline County,"6,426"
20171,KS,Scott County,370
20173,KS,Sedgwick County,"75,334"
20175,KS,Seward County,"3,017"
20177,KS,Shawnee County,"18,931"
20179,KS,Sheridan County,284
20181,KS,Sherman County,841
20183,KS,Smith County,507
20185,KS,Stafford County,547
20187,KS,Stanton County,220
20189,KS,Stevens County,551
20191,KS,Sumner County,"3,091"
20193,KS,Thomas County,787
20195,KS,Trego County,309
20197,KS,Wabaunsee County,549
20199,KS,Wallace County,179
20201,KS,Washington County,588
20203,KS,Wichita County,244
20205,KS,Wilson County,"1,402"
20207,KS,Woodson County,571
20209,KS,Wyandotte County,"31,432"
21000,KY,Kentucky,"782,779"
21001,KY,Adair County,"4,633"
21003,KY,Allen County,"3,790"
21005,KY,Anderson County,"2,335"
21007,KY,Ballard County,"1,277"
21009,KY,Barren County,"9,397"
21011,KY,Bath County,"3,034"
21013,KY,Bell County,"10,096"
21015,KY,Boone County,"9,662"
21017,KY,Bourbon County,"3,466"
21019,KY,Boyd County,"8,356"
21021,KY,Boyle County,"4,562"
21023,KY,Bracken County,"1,386"
21025,KY,Breathitt County,"4,466"
21027,KY,Breckinridge County,"3,386"
21029,KY,Bullitt County,"8,144"
21031,KY,Butler County,"2,234"
21033,KY,Caldwell County,"2,523"
21035,KY,Calloway County,"7,430"
21037,KY,Campbell County,"11,120"
21039,KY,Carlisle County,693
21041,KY,Carroll County,"2,152"
21043,KY,Carter County,"5,932"
21045,KY,Casey County,"4,260"
21047,KY,Christian County,"13,938"
21049,KY,Clark County,"5,618"
21051,KY,Clay County,"7,945"
21053,KY,Clinton County,"2,538"
21055,KY,Crittenden County,"1,660"
21057,KY,Cumberland County,"1,679"
21059,KY,Daviess County,"15,895"
21061,KY,Edmonson County,"2,668"
21063,KY,Elliott County,"1,998"
21065,KY,Estill County,"3,852"
21067,KY,Fayette County,"54,406"
21069,KY,Fleming County,"3,066"
21071,KY,Floyd County,"11,137"
21073,KY,Franklin County,"6,708"
21075,KY,Fulton County,"1,712"
21077,KY,Gallatin County,"1,238"
21079,KY,Garrard County,"2,784"
21081,KY,Grant County,"3,787"
21083,KY,Graves County,"7,571"
21085,KY,Grayson County,"5,585"
21087,KY,Green County,"2,223"
21089,KY,Greenup County,"6,131"
21091,KY,Hancock County,"1,100"
21093,KY,Hardin County,"14,306"
21095,KY,Harlan County,"9,889"
21097,KY,Harrison County,"2,820"
21099,KY,Hart County,"3,998"
21101,KY,Henderson County,"7,739"
21103,KY,Henry County,"2,886"
21105,KY,Hickman County,884
21107,KY,Hopkins County,"8,154"
21109,KY,Jackson County,"4,213"
21111,KY,Jefferson County,"111,467"
21113,KY,Jessamine County,"8,014"
21115,KY,Johnson County,"5,814"
21117,KY,Kenton County,"20,493"
21119,KY,Knott County,"5,659"
21121,KY,Knox County,"12,097"
21123,KY,Larue County,"2,312"
21125,KY,Laurel County,"13,782"
21127,KY,Lawrence County,"4,251"
21129,KY,Lee County,"2,487"
21131,KY,Leslie County,"3,265"
21133,KY,Letcher County,"7,113"
21135,KY,Lewis County,"3,545"
21137,KY,Lincoln County,"5,499"
21139,KY,Livingston County,"1,329"
21141,KY,Logan County,"4,581"
21143,KY,Lyon County,"1,152"
21145,KY,McCracken County,"11,962"
21147,KY,McCreary County,"6,168"
21149,KY,McLean County,"1,619"
21151,KY,Madison County,"17,680"
21153,KY,Magoffin County,"3,993"
21155,KY,Marion County,"3,750"
21157,KY,Marshall County,"3,734"
21159,KY,Martin County,"4,115"
21161,KY,Mason County,"3,256"
21163,KY,Meade County,"3,716"
21165,KY,Menifee County,"1,513"
21167,KY,Mercer County,"3,088"
21169,KY,Metcalfe County,"2,244"
21171,KY,Monroe County,"2,409"
21173,KY,Montgomery County,"4,881"
21175,KY,Morgan County,"3,109"
21177,KY,Muhlenberg County,"5,732"
21179,KY,Nelson County,"5,236"
21181,KY,Nicholas County,"1,376"
21183,KY,Ohio County,"4,865"
21185,KY,Oldham County,"3,582"
21187,KY,Owen County,"1,923"
21189,KY,Owsley County,"1,980"
21191,KY,Pendleton County,"2,069"
21193,KY,Perry County,"8,254"
21195,KY,Pike County,"18,486"
21197,KY,Powell County,"3,185"
21199,KY,Pulaski County,"11,876"
21201,KY,Robertson County,514
21203,KY,Rockcastle County,"3,991"
21205,KY,Rowan County,"5,389"
21207,KY,Russell County,"4,361"
21209,KY,Scott County,"5,400"
21211,KY,Shelby County,"5,178"
21213,KY,Simpson County,"2,663"
21215,KY,Spencer County,"1,601"
21217,KY,Taylor County,"5,098"
21219,KY,Todd County,"2,457"
21221,KY,Trigg County,"2,046"
21223,KY,Trimble County,"1,263"
21225,KY,Union County,"2,723"
21227,KY,Warren County,"22,037"
21229,KY,Washington County,"1,851"
21231,KY,Wayne County,"5,390"
21233,KY,Webster County,"2,311"
21235,KY,Whitley County,"10,026"
21237,KY,Wolfe County,"2,252"
21239,KY,Woodford County,"3,099"
22000,LA,Louisiana,"911,970"
22001,LA,Acadia Parish,"14,228"
22003,LA,Allen Parish,"4,588"
22005,LA,Ascension Parish,"12,864"
22007,LA,Assumption Parish,"4,761"
22009,LA,Avoyelles Parish,"9,758"
22011,LA,Beauregard Parish,"5,243"
22013,LA,Bienville Parish,"3,171"
22015,LA,Bossier Parish,"20,555"
22017,LA,Caddo Parish,"63,909"
22019,LA,Calcasieu Parish,"39,035"
22021,LA,Caldwell Parish,"2,144"
22023,LA,Cameron Parish,841
22025,LA,Catahoula Parish,"2,485"
22027,LA,Claiborne Parish,"4,593"
22029,LA,Concordia Parish,"5,239"
22031,LA,De Soto Parish,"5,669"
22033,LA,East Baton Rouge Parish,"86,888"
22035,LA,East Carroll Parish,"2,686"
22037,LA,East Feliciana Parish,"3,459"
22039,LA,Evangeline Parish,"9,463"
22041,LA,Franklin Parish,"5,728"
22043,LA,Grant Parish,"4,160"
22045,LA,Iberia Parish,"16,885"
22047,LA,Iberville Parish,"6,615"
22049,LA,Jackson Parish,"3,122"
22051,LA,Jefferson Parish,"69,610"
22053,LA,Jefferson Davis Parish,"5,933"
22055,LA,Lafayette Parish,"42,781"
22057,LA,Lafourche Parish,"16,447"
22059,LA,La Salle Parish,"2,653"
22061,LA,Lincoln Parish,"12,959"
22063,LA,Livingston Parish,"17,396"
22065,LA,Madison Parish,"4,103"
22067,LA,Morehouse Parish,"7,237"
22069,LA,Natchitoches Parish,"11,773"
22071,LA,Orleans Parish,"91,421"
22073,LA,Ouachita Parish,"37,014"
22075,LA,Plaquemines Parish,"3,575"
22077,LA,Pointe Coupee Parish,"4,332"
22079,LA,Rapides Parish,"25,575"
22081,LA,Red River Parish,"2,194"
22083,LA,Richland Parish,"5,299"
22085,LA,Sabine Parish,"4,352"
22087,LA,St. Bernard Parish,"10,604"
22089,LA,St. Charles Parish,"6,812"
22091,LA,St. Helena Parish,"2,558"
22093,LA,St. James Parish,"4,038"
22095,LA,St. John the Baptist Parish,"7,959"
22097,LA,St. Landry Parish,"21,994"
22099,LA,St. Martin Parish,"9,830"
22101,LA,St. Mary Parish,"11,371"
22103,LA,St. Tammany Parish,"24,598"
22105,LA,Tangipahoa Parish,"27,350"
22107,LA,Tensas Parish,"1,444"
22109,LA,Terrebonne Parish,"23,521"
22111,LA,Union Parish,"4,422"
22113,LA,Vermilion Parish,"11,669"
22115,LA,Vernon Parish,"7,191"
22117,LA,Washington Parish,"12,371"
22119,LA,Webster Parish,"9,276"
22121,LA,West Baton Rouge Parish,"4,231"
22123,LA,West Carroll Parish,"2,535"
22125,LA,West Feliciana Parish,"2,372"
22127,LA,Winn Parish,"3,080"
23000,ME,Maine,"159,523"
23001,ME,Androscoggin County,"13,210"
23003,ME,Aroostook County,"10,804"
23005,ME,Cumberland County,"28,431"
23007,ME,Franklin County,"4,111"
23009,ME,Hancock County,"5,877"
23011,ME,Kennebec County,"16,479"
23013,ME,Knox County,"4,376"
23015,ME,Lincoln County,"3,818"
23017,ME,Oxford County,"7,565"
23019,ME,Penobscot County,"21,460"
23021,ME,Piscataquis County,"3,136"
23023,ME,Sagadahoc County,"3,245"
23025,ME,Somerset County,"9,749"
23027,ME,Waldo County,"5,514"
23029,ME,Washington County,"5,615"
23031,ME,York County,"16,132"
24000,MD,Maryland,"572,786"
24001,MD,Allegany County,"11,090"
24003,MD,Anne Arundel County,"38,816"
24005,MD,Baltimore County,"72,978"
24009,MD,Calvert County,"5,282"
24011,MD,Caroline County,"4,955"
24013,MD,Carroll County,"8,990"
24015,MD,Cecil County,"10,099"
24017,MD,Charles County,"11,536"
24019,MD,Dorchester County,"5,531"
24021,MD,Frederick County,"16,793"
24023,MD,Garrett County,"3,692"
24025,MD,Harford County,"17,769"
24027,MD,Howard County,"16,536"
24029,MD,Kent County,"2,565"
24031,MD,Montgomery County,"71,252"
24033,MD,Prince George's County,"81,629"
24035,MD,Queen Anne's County,"3,528"
24037,MD,St. Mary's County,"9,977"
24039,MD,Somerset County,"4,992"
24041,MD,Talbot County,"3,827"
24043,MD,Washington County,"18,771"
24045,MD,Wicomico County,"17,634"
24047,MD,Worcester County,"5,792"
24510,MD,Baltimore city,"128,752"
25000,MA,Massachusetts,"688,366"
25001,MA,Barnstable County,"15,972"
25003,MA,Berkshire County,"13,182"
25005,MA,Bristol County,"58,070"
25007,MA,Dukes County,"1,302"
25009,MA,Essex County,"81,646"
25011,MA,Franklin County,"6,926"
25013,MA,Hampden County,"74,898"
25015,MA,Hampshire County,"16,535"
25017,MA,Middlesex County,"117,964"
25019,MA,Nantucket County,697
25021,MA,Norfolk County,"41,497"
25023,MA,Plymouth County,"39,977"
25025,MA,Suffolk County,"143,799"
25027,MA,Worcester County,"75,902"
26000,MI,Michigan,"1,449,683"
26001,MI,Alcona County,"1,657"
26003,MI,Alger County,"1,140"
26005,MI,Allegan County,"10,303"
26007,MI,Alpena County,"4,365"
26009,MI,Antrim County,"2,686"
26011,MI,Arenac County,"2,456"
26013,MI,Baraga County,"1,235"
26015,MI,Barry County,"4,932"
26017,MI,Bay County,"15,716"
26019,MI,Benzie County,"1,876"
26021,MI,Berrien County,"25,215"
26023,MI,Branch County,"6,969"
26025,MI,Calhoun County,"21,973"
26027,MI,Cass County,"6,579"
26029,MI,Charlevoix County,"2,981"
26031,MI,Cheboygan County,"4,486"
26033,MI,Chippewa County,"5,278"
26035,MI,Clare County,"6,496"
26037,MI,Clinton County,"6,509"
26039,MI,Crawford County,"2,892"
26041,MI,Delta County,"5,107"
26043,MI,Dickinson County,"3,195"
26045,MI,Eaton County,"12,005"
26047,MI,Emmet County,"3,841"
26049,MI,Genesee County,"81,761"
26051,MI,Gladwin County,"4,459"
26053,MI,Gogebic County,"2,809"
26055,MI,Grand Traverse County,"8,985"
26057,MI,Gratiot County,"6,742"
26059,MI,Hillsdale County,"6,395"
26061,MI,Houghton County,"6,762"
26063,MI,Huron County,"4,409"
26065,MI,Ingham County,"54,343"
26067,MI,Ionia County,"8,487"
26069,MI,Iosco County,"4,531"
26071,MI,Iron County,"1,672"
26073,MI,Isabella County,"15,118"
26075,MI,Jackson County,"20,352"
26077,MI,Kalamazoo County,"42,141"
26079,MI,Kalkaska County,"2,612"
26081,MI,Kent County,"76,343"
26083,MI,Keweenaw County,269
26085,MI,Lake County,"2,430"
26087,MI,Lapeer County,"9,324"
26089,MI,Leelanau County,"1,739"
26091,MI,Lenawee County,"11,641"
26093,MI,Livingston County,"10,912"
26095,MI,Luce County,"1,092"
26097,MI,Mackinac County,"1,465"
26099,MI,Macomb County,"94,224"
26101,MI,Manistee County,"3,255"
26103,MI,Marquette County,"9,419"
26105,MI,Mason County,"4,355"
26107,MI,Mecosta County,"8,248"
26109,MI,Menominee County,"2,965"
26111,MI,Midland County,"7,771"
26113,MI,Missaukee County,"2,198"
26115,MI,Monroe County,"14,819"
26117,MI,Montcalm County,"9,381"
26119,MI,Montmorency County,"1,535"
26121,MI,Muskegon County,"31,393"
26123,MI,Newaygo County,"8,101"
26125,MI,Oakland County,"106,650"
26127,MI,Oceana County,"4,630"
26129,MI,Ogemaw County,"3,564"
26131,MI,Ontonagon County,925
26133,MI,Osceola County,"4,325"
26135,MI,Oscoda County,"1,522"
26137,MI,Otsego County,"3,369"
26139,MI,Ottawa County,"24,520"
26141,MI,Presque Isle County,"1,852"
26143,MI,Roscommon County,"4,129"
26145,MI,Saginaw County,"33,068"
26147,MI,St. Clair County,"21,781"
26149,MI,St. Joseph County,"8,948"
26151,MI,Sanilac County,"6,359"
26153,MI,Schoolcraft County,"1,162"
26155,MI,Shiawassee County,"8,106"
26157,MI,Tuscola County,"7,148"
26159,MI,Van Buren County,"12,282"
26161,MI,Washtenaw County,"49,933"
26163,MI,Wayne County,"395,250"
26165,MI,Wexford County,"5,812"
27000,MN,Minnesota,"531,789"
27001,MN,Aitkin County,"2,010"
27003,MN,Anoka County,"23,240"
27005,MN,Becker County,"4,200"
27007,MN,Beltrami County,"8,070"
27009,MN,Benton County,"3,345"
27011,MN,Big Stone County,584
27013,MN,Blue Earth County,"9,397"
27015,MN,Brown County,"1,993"
27017,MN,Carlton County,"3,469"
27019,MN,Carver County,"4,225"
27021,MN,Cass County,"4,445"
27023,MN,Chippewa County,"1,066"
27025,MN,Chisago County,"3,554"
27027,MN,Clay County,"7,167"
27029,MN,Clearwater County,"1,432"
27031,MN,Cook County,526
27033,MN,Cottonwood County,"1,346"
27035,MN,Crow Wing County,"6,975"
27037,MN,Dakota County,"23,278"
27039,MN,Dodge County,"1,560"
27041,MN,Douglas County,"3,172"
27043,MN,Faribault County,"1,584"
27045,MN,Fillmore County,"2,535"
27047,MN,Freeborn County,"3,267"
27049,MN,Goodhue County,"3,513"
27051,MN,Grant County,700
27053,MN,Hennepin County,"132,137"
27055,MN,Houston County,"1,585"
27057,MN,Hubbard County,"2,677"
27059,MN,Isanti County,"2,955"
27061,MN,Itasca County,"5,898"
27063,MN,Jackson County,858
27065,MN,Kanabec County,"2,064"
27067,MN,Kandiyohi County,"4,815"
27069,MN,Kittson County,466
27071,MN,Koochiching County,"1,773"
27073,MN,Lac qui Parle County,635
27075,MN,Lake County,946
27077,MN,Lake of the Woods County,408
27079,MN,Le Sueur County,"2,289"
27081,MN,Lincoln County,721
27083,MN,Lyon County,"3,167"
27085,MN,McLeod County,"2,613"
27087,MN,Mahnomen County,941
27089,MN,Marshall County,903
27091,MN,Martin County,"2,363"
27093,MN,Meeker County,"1,604"
27095,MN,Mille Lacs County,"3,047"
27097,MN,Morrison County,"3,871"
27099,MN,Mower County,"5,104"
27101,MN,Murray County,757
27103,MN,Nicollet County,"2,490"
27105,MN,Nobles County,"2,500"
27107,MN,Norman County,777
27109,MN,Olmsted County,"13,027"
27111,MN,Otter Tail County,"5,976"
27113,MN,Pennington County,"1,365"
27115,MN,Pine County,"3,306"
27117,MN,Pipestone County,975
27119,MN,Polk County,"4,410"
27121,MN,Pope County,991
27123,MN,Ramsey County,"73,203"
27125,MN,Red Lake County,390
27127,MN,Redwood County,"1,359"
27129,MN,Renville County,"1,412"
27131,MN,Rice County,"5,673"
27133,MN,Rock County,877
27135,MN,Roseau County,"1,204"
27137,MN,St. Louis County,"28,177"
27139,MN,Scott County,"7,784"
27141,MN,Sherburne County,"5,703"
27143,MN,Sibley County,"1,328"
27145,MN,Stearns County,"17,429"
27147,MN,Steele County,"3,315"
27149,MN,Stevens County,969
27151,MN,Swift County,942
27153,MN,Todd County,"2,978"
27155,MN,Traverse County,414
27157,MN,Wabasha County,"1,595"
27159,MN,Wadena County,"1,952"
27161,MN,Waseca County,"1,661"
27163,MN,Washington County,"11,304"
27165,MN,Watonwan County,"1,216"
27167,MN,Wilkin County,553
27169,MN,Winona County,"5,416"
27171,MN,Wright County,"6,912"
27173,MN,Yellow Medicine County,963
28000,MS,Mississippi,"606,873"
28001,MS,Adams County,"9,045"
28003,MS,Alcorn County,"6,175"
28005,MS,Amite County,"2,951"
28007,MS,Attala County,"4,428"
28009,MS,Benton County,"2,064"
28011,MS,Bolivar County,"10,927"
28013,MS,Calhoun County,"3,146"
28015,MS,Carroll County,"1,719"
28017,MS,Chickasaw County,"3,715"
28019,MS,Choctaw County,"1,881"
28021,MS,Claiborne County,"3,060"
28023,MS,Clarke County,"3,296"
28025,MS,Clay County,"4,657"
28027,MS,Coahoma County,"9,567"
28029,MS,Copiah County,"7,517"
28031,MS,Covington County,"4,531"
28033,MS,DeSoto County,"17,819"
28035,MS,Forrest County,"18,514"
28037,MS,Franklin County,"1,554"
28039,MS,George County,"3,714"
28041,MS,Greene County,"2,642"
28043,MS,Grenada County,"4,720"
28045,MS,Hancock County,"7,976"
28047,MS,Harrison County,"40,472"
28049,MS,Hinds County,"48,244"
28051,MS,Holmes County,"7,249"
28053,MS,Humphreys County,"3,268"
28055,MS,Issaquena County,409
28057,MS,Itawamba County,"4,062"
28059,MS,Jackson County,"24,525"
28061,MS,Jasper County,"3,748"
28063,MS,Jefferson County,"2,321"
28065,MS,Jefferson Davis County,"3,034"
28067,MS,Jones County,"13,630"
28069,MS,Kemper County,"2,532"
28071,MS,Lafayette County,"9,851"
28073,MS,Lamar County,"7,614"
28075,MS,Lauderdale County,"17,531"
28077,MS,Lawrence County,"2,502"
28079,MS,Leake County,"5,218"
28081,MS,Lee County,"14,332"
28083,MS,Leflore County,"10,146"
28085,MS,Lincoln County,"6,763"
28087,MS,Lowndes County,"12,346"
28089,MS,Madison County,"12,426"
28091,MS,Marion County,"6,614"
28093,MS,Marshall County,"7,772"
28095,MS,Monroe County,"6,869"
28097,MS,Montgomery County,"2,433"
28099,MS,Neshoba County,"6,517"
28101,MS,Newton County,"4,563"
28103,MS,Noxubee County,"3,434"
28105,MS,Oktibbeha County,"12,741"
28107,MS,Panola County,"7,699"
28109,MS,Pearl River County,"10,031"
28111,MS,Perry County,"2,599"
28113,MS,Pike County,"11,649"
28115,MS,Pontotoc County,"5,725"
28117,MS,Prentiss County,"5,868"
28119,MS,Quitman County,"2,468"
28121,MS,Rankin County,"13,745"
28123,MS,Scott County,"6,303"
28125,MS,Sharkey County,"1,567"
28127,MS,Simpson County,"6,095"
28129,MS,Smith County,"2,990"
28131,MS,Stone County,"3,367"
28133,MS,Sunflower County,"7,874"
28135,MS,Tallahatchie County,"4,430"
28137,MS,Tate County,"4,648"
28139,MS,Tippah County,"5,409"
28141,MS,Tishomingo County,"3,362"
28143,MS,Tunica County,"3,164"
28145,MS,Union County,"3,655"
28147,MS,Walthall County,"3,476"
28149,MS,Warren County,"11,200"
28151,MS,Washington County,"15,883"
28153,MS,Wayne County,"5,145"
28155,MS,Webster County,"2,002"
28157,MS,Wilkinson County,"2,798"
28159,MS,Winston County,"4,070"
28161,MS,Yalobusha County,"2,812"
28163,MS,Yazoo County,"8,053"
29000,MO,Missouri,"826,358"
29001,MO,Adair County,"5,343"
29003,MO,Andrew County,"1,657"
29005,MO,Atchison County,665
29007,MO,Audrain County,"4,019"
29009,MO,Barry County,"7,560"
29011,MO,Barton County,"1,899"
29013,MO,Bates County,"2,204"
29015,MO,Benton County,"3,330"
29017,MO,Bollinger County,"2,076"
29019,MO,Boone County,"27,774"
29021,MO,Buchanan County,"14,999"
29023,MO,Butler County,"9,237"
29025,MO,Caldwell County,"1,121"
29027,MO,Callaway County,"4,754"
29029,MO,Camden County,"7,385"
29031,MO,Cape Girardeau County,"11,371"
29033,MO,Carroll County,"1,462"
29035,MO,Carter County,"1,298"
29037,MO,Cass County,"8,792"
29039,MO,Cedar County,"2,739"
29041,MO,Chariton County,966
29043,MO,Christian County,"8,921"
29045,MO,Clark County,"1,020"
29047,MO,Clay County,"19,868"
29049,MO,Clinton County,"2,089"
29051,MO,Cole County,"7,821"
29053,MO,Cooper County,"2,362"
29055,MO,Crawford County,"4,449"
29057,MO,Dade County,"1,312"
29059,MO,Dallas County,"3,025"
29061,MO,Daviess County,"1,357"
29063,MO,DeKalb County,"1,429"
29065,MO,Dent County,"2,995"
29067,MO,Douglas County,"2,607"
29069,MO,Dunklin County,"8,089"
29071,MO,Franklin County,"10,901"
29073,MO,Gasconade County,"1,758"
29075,MO,Gentry County,952
29077,MO,Greene County,"45,710"
29079,MO,Grundy County,"1,680"
29081,MO,Harrison County,"1,520"
29083,MO,Henry County,"4,402"
29085,MO,Hickory County,"1,767"
29087,MO,Holt County,612
29089,MO,Howard County,"1,484"
29091,MO,Howell County,"8,110"
29093,MO,Iron County,"2,184"
29095,MO,Jackson County,"105,697"
29097,MO,Jasper County,"20,301"
29099,MO,Jefferson County,"22,484"
29101,MO,Johnson County,"7,187"
29103,MO,Knox County,728
29105,MO,Laclede County,"5,480"
29107,MO,Lafayette County,"4,057"
29109,MO,Lawrence County,"5,613"
